"formulaRank"	"molecularFormula"	"adduct"	"precursorFormula"	"NPC#pathway"	"NPC#pathway Probability"	"NPC#superclass"	"NPC#superclass Probability"	"NPC#class"	"NPC#class Probability"	"ClassyFire#superclass"	"ClassyFire#superclass probability"	"ClassyFire#class"	"ClassyFire#class Probability"	"ClassyFire#subclass"	"ClassyFire#subclass Probability"	"ClassyFire#level 5"	"ClassyFire#level 5 Probability"	"ClassyFire#most specific class"	"ClassyFire#most specific class Probability"	"ClassyFire#all classifications"	"ionMass"	"retentionTimeInSeconds"	"retentionTimeInMinutes"	"formulaId"	"alignedFeatureId"	"mappingFeatureId"	"overallFeatureQuality"
1	"C8H20NO6P"	"[M + H]+"	"C8H21NO6P+"	"Fatty acids"	0.990	"Glycerophospholipids"	0.960	"Glycerophosphocholines"	0.891	"Organic nitrogen compounds"	0.939	"Organonitrogen compounds"	0.717	"Quaternary ammonium salts"	0.970	"Cholines"	0.895	"Phosphocholines"	0.853	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Secondary alcohols; Polyols; Amines; 1,2-diols; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	258.110	71	1.189	"673151863545631823"	"673150988731242711"	"49"	
2	"C5H12O3Si"	"[M - H2O + H]+"	"C5H11O2Si+"	"Fatty acids"	0.998	"Fatty Acids and Conjugates"	0.994	"Halogenated fatty acids"	0.902	"Lipids and lipid-like molecules"	0.841	"Fatty Acyls"	0.845	"Fatty acids and conjugates"	0.821	"Halogenated fatty acids"	0.747	"Halogenated fatty acids"	0.747	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Halogenated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	131.053	71	1.190	"673151896835829297"	"673150988819323100"	"50"	
1	"C5H14O4Si"	"[M - H2O + H]+"	"C5H13O3Si+"	"Fatty acids"	0.996	"Fatty Acids and Conjugates"	0.976	"Hydroxy fatty acids"	0.809	"Lipids and lipid-like molecules"	0.905	"Fatty Acyls"	0.909	"Fatty acids and conjugates"	0.849	"Halogenated fatty acids"	0.670	"Halogenated fatty acids"	0.670	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Halogenated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Organobromides; Secondary alcohols; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	149.064	71	1.190	"673151900249994543"	"673150988886431969"	"51"	
1	"C12H16O8"	"[M - H2O + H]+"	"C12H15O7+"	"Polyketides"	0.851	"Phloroglucinols"	0.919	"Acyl phloroglucinols"	0.950	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.999	"Glycosyl compounds"	0.971	"Phenolic glycosides"	0.785	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	271.081	73	1.213	"673151897699856313"	"673150989402331396"	"59"	
2	"C12H16O8"	"[M + H]+"	"C12H17O8+"	"Carbohydrates"	0.561	"Saccharides"	0.667	"Disaccharides"	0.260	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.993	"Monosaccharides"	0.897	"Hexoses"	0.687	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	289.091	73	1.215	"673151909964005368"	"673150990006311207"	"66"	
1	"C8H15NO8S"	"[M + K]+"	"C8H15KNO8S+"	"Amino acids and Peptides"	0.992	"Amino acid glycosides"	0.996	"Glucosinolates"	0.927	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	0.999	"Carbohydrates and carbohydrate conjugates"	0.992	"Monosaccharides"	0.981	"Hexoses"	0.866	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	324.014	73	1.217	"673151897389477694"	"673150989259725050"	"57"	
5	"C8H18O2S2"	"[M + Na]+"	"C8H18NaO2S2+"	"Fatty acids"	0.976	"Fatty acyls"	0.965	"Fatty alcohols"	0.890	"Organic oxygen compounds"	0.942	"Organooxygen compounds"	0.610					"Organooxygen compounds"	0.610	"Organic compounds; Organosulfur compounds; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	233.063	73	1.219	"673151901671864210"	"673150989347805439"	"58"	
1	"C11H12O6"	"[M - H2O + H]+"	"C11H11O5+"	"Shikimates and Phenylpropanoids"	0.853	"Phenolic acids (C6-C1)"	0.419	"Simple phenolic acids"	0.616	"Benzenoids"	0.877	"Phenol ethers"	0.511					"Phenol ethers"	0.511	"Organic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	223.060	73	1.223	"673151876086603324"	"673150989859510557"	"64"	
1	"C12H14O7"	"[M - H2O + H]+"	"C12H13O6+"	"Shikimates and Phenylpropanoids"	0.590	"Cyclic polyketides"	0.371	"Isocoumarins"	0.188	"Organoheterocyclic compounds"	0.970	"Pyrans"	0.590	"Pyranones and derivatives"	0.595			"Pyranones and derivatives"	0.595	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Pyrans; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Pyranones and derivatives; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	253.070	73	1.223	"673151886635280179"	"673150989930813730"	"65"	
1	"C7H8NO3S"	"[M + H3N + H]+"	"C7H12N2O3S+"	"Amino acids and Peptides"	0.220	"Nicotinic acid alkaloids"	0.406	"Pyridine alkaloids"	0.405	"Organoheterocyclic compounds"	0.893	"Heteroaromatic compounds"	0.810					"Heteroaromatic compounds"	0.810	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	204.056	73	1.224	"673151885284714020"	"673150990203443510"	"71"	
2	"C5H10O4S"	"[M + H3N + H]+"	"C5H14NO4S+"	"Fatty acids"	0.758	"Fatty Acids and Conjugates"	0.437	"Branched fatty acids"	0.058	"Organoheterocyclic compounds"	0.191	"Dioxathiolanes"	0.664					"Dioxathiolanes"	0.664	"Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Dioxathiolanes; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	184.064	73	1.225	"673151877391032239"	"673150990077614380"	"69"	
4	"C15H21NO6S2"	"[M + K]+"	"C15H21KNO6S2+"	"Amino acids and Peptides"	0.982	"Small peptides"	0.407	"Aminoacids"	0.154	"Organic acids and derivatives"	0.972	"Carboxylic acids and derivatives"	0.907	"Amino acids, peptides, and analogues"	0.742	"Amino acids and derivatives"	0.739	"Alpha amino acids and derivatives"	0.607	"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	414.045	74	1.226	"673151894461852631"	"673150989574297875"	"62"	
2	"C6H10O5"	"[M + C2H3N + H]+"	"C8H14NO5+"	"Carbohydrates"	0.997	"Saccharides"	0.997	"Monosaccharides"	0.991	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.909	"Monosaccharides"	0.868	"Monosaccharides"	0.868	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	204.086	74	1.232	"673151879525933303"	"673150989519771918"	"61"	
3	"C10H17N3O9S"	"[M + H]+"	"C10H18N3O9S+"	"Amino acids and Peptides"	0.989	"Small peptides"	0.996	"Tripeptides"	0.890	"Organic acids and derivatives"	1.000	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.999	"Peptides"	0.992	"Gamma-glutamyl peptides"	0.988	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Sulfonyls; Organosulfonic acids; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl peptides; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"	356.076	74	1.236	"673151878884204658"	"673150990266358075"	"72"	
1	"C6H8O4"	"[M - H2O + H]+"	"C6H7O3+"	"Polyketides"	0.643	"Cyclic polyketides"	0.764	"2-pyrone derivatives"	0.525	"Organoheterocyclic compounds"	0.850	"Dihydrofurans"	0.514					"Dihydrofurans"	0.514	"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Dihydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	127.039	74	1.239	"673151860446040054"	"673150989465245961"	"60"	
1	"C11H22O10"	"[M + Na]+"	"C11H22NaO10+"	"Carbohydrates"	0.997	"Saccharides"	0.996	"Disaccharides"	0.914	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.995	"Glycosyl compounds"	0.875	"O-glycosyl compounds"	0.853	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	337.110	75	1.246	"673151867622496258"	"673150990320884032"	"73"	
1	"C6H10O5"	"[M + H]+"	"C6H11O5+"	"Carbohydrates"	0.997	"Saccharides"	0.998	"Monosaccharides"	0.976	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.919	"Monosaccharides"	0.827	"Monosaccharides"	0.827	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hemiacetals; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	163.060	75	1.252	"673151871833578332"	"673150989796595992"	"63"	
2	"C12H22O11"	"[M - H2O + H]+"	"C12H21O10+"	"Carbohydrates"	0.999	"Saccharides"	0.999	"Disaccharides"	0.999	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	1.000	"Disaccharides"	0.869	"Disaccharides"	0.869	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	325.113	75	1.257	"673151908651188083"	"673150989108730096"	"55"	
2	"C6H8O4"	"[M + H]+"	"C6H9O4+"	"Polyketides"	0.596	"Cyclic polyketides"	0.739	"2-pyrone derivatives"	0.681	"Organoheterocyclic compounds"	0.930	"Dihydrofurans"	0.563	"Furanones"	0.536	"Butenolides"	0.518	"Butenolides"	0.518	"Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	145.049	75	1.258	"673151887964874794"	"673150989184227573"	"56"	
2	"C7H12N6O6"	"[M + H]+"	"C7H13N6O6+"	"Carbohydrates"	0.821	"Nucleosides"	0.665	"Purine nucleosides"	0.222	"Organoheterocyclic compounds"	0.924	"Heteroaromatic compounds"	0.543					"Heteroaromatic compounds"	0.543	"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Amines; Primary amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	277.089	76	1.264	"673151907602611954"	"673150990371215685"	"74"	
1	"C5H6O4"	"[M + H3N + H]+"	"C5H10NO4+"	"Fatty acids"	0.996	"Fatty Acids and Conjugates"	0.990	"Dicarboxylic acids"	0.990	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Dicarboxylic acids and derivatives"	0.819			"Dicarboxylic acids and derivatives"	0.819	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	148.060	77	1.276	"673151900526818781"	"673150991684032957"	"101"	
1	"C6H8O3"	"[M - H2O + H]+"	"C6H7O2+"	"Fatty acids"	0.970	"Fatty Acids and Conjugates"	0.848	"Heterocyclic fatty acids"	0.381	"Organic acids and derivatives"	0.902	"Carboxylic acids and derivatives"	0.881	"Carboxylic acids"	0.624			"Carboxylic acids"	0.624	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	111.044	77	1.280	"673151944919340622"	"673150990417353034"	"75"	
1	"C6H10O4"	"[M - H2O + H]+"	"C6H9O3+"	"Fatty acids"	0.987	"Fatty Acids and Conjugates"	0.940	"Dicarboxylic acids"	0.929	"Organic acids and derivatives"	0.991	"Carboxylic acids and derivatives"	0.986	"Dicarboxylic acids and derivatives"	0.703			"Dicarboxylic acids and derivatives"	0.703	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	129.054	77	1.280	"673151902347147391"	"673150990463490383"	"76"	
1	"C7H8O4"	"[M - H2O + H]+"	"C7H7O3+"	"Fatty acids"	0.615	"Phenolic acids (C6-C1)"	0.868	"Simple phenolic acids"	0.741	"Organic acids and derivatives"	0.991	"Carboxylic acids and derivatives"	0.987	"Carboxylic acids"	0.971			"Carboxylic acids"	0.971	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	139.039	77	1.280	"673151904440105482"	"673150990518016340"	"77"	
1	"C7H10O5"	"[M - H2O + H]+"	"C7H9O4+"	"Shikimates and Phenylpropanoids"	0.869	"Phenolic acids (C6-C1)"	0.963	"Shikimic acids and derivatives"	0.808	"Organic acids and derivatives"	0.978	"Hydroxy acids and derivatives"	0.503					"Hydroxy acids and derivatives"	0.503	"Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Cyclitols and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	157.049	77	1.280	"673151939642905694"	"673150990559959385"	"79"	
